"","﻿Tunning","Sample size","hyperparm","algorithm+score","Cases","","algoname","indtest","score","alpha","penalty","prior","config id","precision","recall","BSF","f1","shd","tp","fp","fn","tn","nEdgesGtPag","a","i","nEdgesPag","tp_undirect","tp_bidirect","tp_o_direct","f1_bde","f1_bic","f1_ll","f1_aic","shd_ll","kl_f1","kl_shd","mi_f1","mi2_f1","Dynamic tuning_F1","Dynamic tuning_SHD","BDeu tuning_F1","BDeu tuning_SHD","BIC tuning_F1","BIC tuning_SHD","Dynamic BDeu/AIC tuning_F1","Dynamic BDeu/AIC tuning_SHD","AIC tuning_F1","AIC tuning_SHD","MI tuning_F1","MI tuning_SHD","Best_config_F1","Best_config_SHD","Best_config_F1","Best_config_SHD"
"69","OCT",1000,NA,NA,"ASIA",NA,"pc","mi-sh","none","0.1","none","none",69,"0.453571429",0.3125,0.2875,"0.368241758",5.6,2.5,0.5,5.5,19.5,8,8,20,5.6,0.4,0,0,"NA",-253.2252335,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","1",70,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","2",71,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","3",72,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","4",73,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","5",74,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","6",75,"0.506666667",0.35,0.34,"0.413186813",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.3973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","7",76,"0.486666667",0.3375,0.3275,"0.397802198",5.5,2.7,0.2,5.3,19.8,8,8,20,5.5,0,0,0,"NA",-245.4983431,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","8",77,"0.486666667",0.3375,0.3275,"0.397802198",5.5,2.7,0.2,5.3,19.8,8,8,20,5.5,0,0,0,"NA",-245.4983431,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","9",78,"0.503333333",0.35,0.34,"0.412087912",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.4972571,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","10",79,"0.503333333",0.35,0.34,"0.412087912",5.4,2.8,0.2,5.2,19.8,8,8,20,5.5,0,0,0,"NA",-245.4972571,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","1",80,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","0.031914894","0.018518519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0319148931793233,0.0185185185185186
"81","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","2",81,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","3",82,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","4",83,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","5",84,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","6",85,"0.546666667",0.35,0.345,"0.426373626",5.3,2.8,0.1,5.2,19.9,8,8,20,5.1,0,0,0,"NA",-243.2985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","7",86,"0.526666667",0.3375,0.3325,"0.410989011",5.4,2.7,0.1,5.3,19.9,8,8,20,5.1,0,0,0,"NA",-243.3995329,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","8",87,"0.526666667",0.3375,0.3325,"0.410989011",5.4,2.7,0.1,5.3,19.9,8,8,20,5.1,0,0,0,"NA",-243.3995329,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","9",88,"0.526666667",0.3375,0.3325,"0.410989011",5.4,2.7,0.1,5.3,19.9,8,8,20,5.1,0,0,0,"NA",-243.3995329,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","10",89,"0.526666667",0.3375,0.3325,"0.410989011",5.4,2.7,0.1,5.3,19.9,8,8,20,5.1,0,0,0,"NA",-243.3995329,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","1","none",90,"0.486666667",0.3375,0.3275,"0.397802198",5.5,2.7,0.2,5.3,19.8,8,8,20,5.5,0,0,0,"NA",-245.4983431,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","2","none",91,"0.496666667",0.3375,0.3275,"0.401098901",5.5,2.7,0.2,5.3,19.8,8,8,20,5.4,0,0,0,"NA",-245.2973527,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","3","none",92,"0.503333333",0.325,0.315,"0.394505495",5.6,2.6,0.2,5.4,19.8,8,8,20,5.2,0,0,0,"NA",-245.1034314,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","4","none",93,"0.503333333",0.325,0.315,"0.394505495",5.6,2.6,0.2,5.4,19.8,8,8,20,5.2,0,0,0,"NA",-245.1034314,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","5","none",94,"0.503333333",0.325,0.315,"0.394505495",5.6,2.6,0.2,5.4,19.8,8,8,20,5.2,0,0,0,"NA",-245.1034314,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","6","none",95,"0.511666667",0.325,0.325,"0.396886447",5.4,2.6,0,5.4,20,8,8,20,5,0,0,0,"NA",-245.6513994,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","7","none",96,"0.485",0.3,0.3,"0.370512821",5.6,2.4,0,5.6,20,8,8,20,4.9,0,0,0,"NA",-246.1560541,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","8","none",97,"0.485",0.3,0.3,"0.370512821",5.6,2.4,0,5.6,20,8,8,20,4.9,0,0,0,"NA",-246.1560541,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","9","none",98,"0.455",0.275,0.275,"0.342307692",5.8,2.2,0,5.8,20,8,8,20,4.7,0,0,0,"NA",-246.2003132,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.05","10","none",99,"0.445",0.2625,0.2625,"0.329487179",5.9,2.1,0,5.9,20,8,8,20,4.6,0,0,0,"NA",-246.4878362,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","1","none",100,"0.526666667",0.3375,0.3325,"0.410989011",5.4,2.7,0.1,5.3,19.9,8,8,20,5.1,0,0,0,"NA",-243.3995329,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","2","none",101,"0.536666667",0.3375,0.3325,"0.413553114",5.4,2.7,0.1,5.3,19.9,8,8,20,5,0,0,0,"NA",-243.1985425,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","3","none",102,"0.52",0.3125,0.3075,"0.38974359",5.6,2.5,0.1,5.5,19.9,8,8,20,4.8,0,0,0,"NA",-243.0057072,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","4","none",103,"0.52",0.3125,0.3075,"0.38974359",5.6,2.5,0.1,5.5,19.9,8,8,20,4.8,0,0,0,"NA",-243.0057072,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","5","none",104,"0.52",0.3125,0.3075,"0.38974359",5.6,2.5,0.1,5.5,19.9,8,8,20,4.8,0,0,0,"NA",-243.0057072,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","6","none",105,"0.525",0.3125,0.3125,"0.391025641",5.5,2.5,0,5.5,20,8,8,20,4.7,0,0,0,"NA",-243.5695242,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","7","none",106,"0.515",0.3,0.3,"0.378205128",5.6,2.4,0,5.6,20,8,8,20,4.6,0,0,0,"NA",-243.8827736,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","8","none",107,"0.515",0.3,0.3,"0.378205128",5.6,2.4,0,5.6,20,8,8,20,4.6,0,0,0,"NA",-243.8827736,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","9","none",108,"0.49",0.275,0.275,"0.351282051",5.8,2.2,0,5.8,20,8,8,20,4.4,0,0,0,"NA",-243.9270327,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","OCT",1000,NA,NA,"ASIA",NA,"mmhc","x2","bic","0.01","10","none",109,"0.48",0.2625,0.2625,"0.338461538",5.9,2.1,0,5.9,20,8,8,20,4.3,0,0,0,"NA",-244.2145557,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","1",1,"0.44",0.5,0.425,"0.467973856",5.5,4,1.5,4,18.5,8,8,20,9.1,0,0,0,"NA",-2255.432048,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","2",2,"0.426666667",0.5,0.415,"0.460130719",5.7,4,1.7,4,18.3,8,8,20,9.4,0,0,0,"NA",-2255.383253,"NA","NA","NA","NA","NA","NA","NA","-0.016759777","-0.036363636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","3",3,"0.407878788",0.5125,0.3875,"0.453457172",6.4,4.1,2.5,3.9,17.5,8,8,20,10.1,0,0,0,"NA",-2257.157572,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","4",4,"0.393232323",0.525,0.375,"0.448813209",6.8,4.2,3,3.8,17,8,8,20,10.7,0,0,0,"NA",-2258.275989,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","5",5,"0.388484848",0.55,0.385,"0.45497076",6.9,4.4,3.3,3.6,16.7,8,8,20,11.3,0,0,0,"NA",-2260.35661,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","6",6,"0.366783217",0.55,0.35,"0.439649123",7.6,4.4,4,3.6,16,8,8,20,12,0,0,0,"NA",-2263.174346,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","7",7,"0.363578089",0.55,0.345,"0.43726817",7.7,4.4,4.1,3.6,15.9,8,8,20,12.1,0,0,0,"NA",-2263.330141,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","8",8,"0.35495338",0.55,0.33,"0.431152882",8,4.4,4.4,3.6,15.6,8,8,20,12.4,0,0,0,"NA",-2264.363929,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","9",9,"0.347077922",0.55,0.315,"0.425178856",8.3,4.4,4.7,3.6,15.3,8,8,20,12.7,0,0,0,"NA",-2265.262736,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","10",10,"0.336721612",0.55,0.295,"0.417532468",8.7,4.4,5.1,3.6,14.9,8,8,20,13.1,0,0,0,"NA",-2266.615341,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","11",11,"0.330421245",0.55,0.28,"0.412488236",9,4.4,5.4,3.6,14.6,8,8,20,13.4,0,0,0,"NA",-2267.928123,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","12",12,"0.315604396",0.5375,0.2475,"0.397054395",9.5,4.3,5.8,3.7,14.2,8,8,20,13.8,0,0,0,"NA",-2269.224624,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","13",13,"0.314065934",0.5375,0.2475,"0.396122718",9.5,4.3,5.8,3.7,14.2,8,8,20,13.8,0,0,0,"NA",-2268.628544,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","14",14,"0.303351648",0.5375,0.2225,"0.387464709",10,4.3,6.3,3.7,13.7,8,8,20,14.3,0,0,0,"NA",-2270.244682,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","15",15,"0.293759158",0.5375,0.2025,"0.379536044",10.4,4.3,6.7,3.7,13.3,8,8,20,14.7,0,0,0,"NA",-2270.659635,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","16",16,"0.291011905",0.5375,0.1975,"0.377371542",10.5,4.3,6.8,3.7,13.2,8,8,20,14.8,0,0,0,"NA",-2270.849512,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","17",17,"0.285297619",0.5375,0.1825,"0.372496706",10.8,4.3,7.1,3.7,12.9,8,8,20,15.1,0,0,0,"NA",-2271.592345,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","18",18,"0.281130952",0.5375,0.1725,"0.368873518",11,4.3,7.3,3.7,12.7,8,8,20,15.3,0,0,0,"NA",-2271.481269,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","19",19,"0.279292717",0.5375,0.1625,"0.367206851",11.2,4.3,7.5,3.7,12.5,8,8,20,15.4,0,0,0,"NA",-2271.862733,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.215326142065509,-1.03636363636364
"129","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","20",20,"0.27554972",0.5375,0.1525,"0.363959157",11.4,4.3,7.7,3.7,12.3,8,8,20,15.6,0,0,0,"NA",-2272.693095,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","1","none",21,"0.261340743",0.45,0.135,"0.329819361",10.7,3.6,6.3,4.4,13.7,8,8,20,14,0,0,0,"NA",-2263.352306,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","2","none",22,"0.381919192",0.4875,0.3475,"0.427334021",6.9,3.9,2.8,4.1,17.2,8,8,20,10.3,0,0,0,"NA",-2257.34366,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","3","none",23,"0.417777778",0.4875,0.3975,"0.449346405",5.9,3.9,1.8,4.1,18.2,8,8,20,9.4,0,0,0,"NA",-2255.816382,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","4","none",24,"0.461111111",0.5,0.445,"0.479411765",5.1,4,1.1,4,18.9,8,8,20,8.7,0,0,0,"NA",-2255.12686,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","5","none",25,"0.472222222",0.5,0.45,"0.485294118",5,4,1,4,19,8,8,20,8.5,0,0,0,"NA",-2254.937613,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","6","none",26,"0.477777778",0.5,0.45,"0.488235294",5,4,1,4,19,8,8,20,8.4,0,0,0,"NA",-2254.913447,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","7","none",27,"0.483333333",0.5,0.45,"0.491176471",5,4,1,4,19,8,8,20,8.3,0,0,0,"NA",-2254.914212,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","8","none",28,"0.488888889",0.5,0.45,"0.494117647",5,4,1,4,19,8,8,20,8.2,0,0,0,"NA",-2254.93493,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","9","none",29,"0.488888889",0.5,0.45,"0.494117647",5,4,1,4,19,8,8,20,8.2,0,0,0,"NA",-2254.93493,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","10","none",30,"0.494444444",0.5,0.45,"0.497058824",5,4,1,4,19,8,8,20,8.1,0,0,0,"NA",-2254.950156,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","11","none",31,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","12","none",32,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","OCT",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","13","none",33,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
