Cases,Sample size,Tuning Score,algoname,indtest,score,alpha,penalty,prior,config id,precision,recall,BSF,f1,shd,tp,fp,fn,tn,nEdgesGtPag,a,i,nEdgesPag,tp_undirect,tp_bidirect,tp_o_direct,Avg_BDeu,Avg_bic,Avg_ll,Avg_aic,avg_free_param,Avg_mi,Avg_mi_sh,total_mi,total_mi_sh,tuning_F1,tuning_SHD
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,3,72,0.584717078,0.344715447,0.337472864,0.433593185,97.2,42.4,16.6,80.6,2275.4,123,123,2292,72.6,0,0,0,NA,-32818.33302,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,4,73,0.574487514,0.341463415,0.333959052,0.428182267,98.2,42,17.2,81,2274.8,123,123,2292,73.2,0,0,0,NA,-32819.89172,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,5,74,0.567114038,0.343089431,0.335017878,0.427387776,99.3,42.2,18.5,80.8,2273.5,123,123,2292,74.5,0,0,0,NA,-32820.56303,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,6,75,0.564582511,0.343902439,0.335612736,0.427300603,99.7,42.3,19,80.7,2273,123,123,2292,75,0,0,0,NA,-32824.27084,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,7,76,0.566998613,0.347154472,0.338690248,0.430492148,99.7,42.7,19.4,80.3,2272.6,123,123,2292,75.4,0,0,0,NA,-32827.60128,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,8,77,0.562310984,0.345528455,0.336933342,0.42784522,100.2,42.5,19.7,80.5,2272.3,123,123,2292,75.7,0,0,0,NA,-32829.43561,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,9,78,0.563791223,0.34796748,0.339241476,0.430158509,100.2,42.8,20,80.2,2272,123,123,2292,76,0,0,0,NA,-32831.14525,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.05,none,10,79,0.561531018,0.34796748,0.339110586,0.429523505,100.5,42.8,20.3,80.2,2271.7,123,123,2292,76.3,0,0,0,NA,-32831.11081,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,1,80,0.630362495,0.338211382,0.33345571,0.440010228,92.3,41.6,10.9,81.4,2281.1,123,123,2292,66.1,0,0,0,NA,-32825.28092,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,2,81,0.620418909,0.341463415,0.335966032,0.440286157,93.6,42,12.6,81,2279.4,123,123,2292,67.8,0,0,0,NA,-32826.34477,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,3,82,0.613134867,0.341463415,0.335616992,0.438448874,94.4,42,13.4,81,2278.6,123,123,2292,68.6,0,0,0,NA,-32827.09578,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,4,83,0.600376997,0.33902439,0.332741668,0.433074172,95.7,41.7,14.4,81.3,2277.6,123,123,2292,69.6,0,0,0,NA,-32829.43502,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,5,84,0.59647056,0.340650407,0.334018644,0.433447711,96.3,41.9,15.2,81.1,2276.8,123,123,2292,70.4,0,0,0,NA,-32829.93813,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,6,85,0.592835844,0.340650407,0.333844124,0.432455013,96.7,41.9,15.6,81.1,2276.4,123,123,2292,70.8,0,0,0,NA,-32833.6737,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,7,86,0.593386644,0.342276423,0.33533925,0.433864985,96.8,42.1,15.9,80.9,2276.1,123,123,2292,71.1,0,0,0,NA,-32835.8088,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,8,87,0.590017342,0.340650407,0.333669604,0.431632453,97.1,41.9,16,81.1,2276,123,123,2292,71.2,0,0,0,NA,-32836.61453,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,9,88,0.589655817,0.341463415,0.334395352,0.432201005,97.2,42,16.2,81,2275.8,123,123,2292,71.4,0,0,0,NA,-32838.48063,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bdeu,0.01,none,10,89,0.587834043,0.341463415,0.334308092,0.431743578,97.4,42,16.4,81,2275.6,123,123,2292,71.6,0,0,0,NA,-32838.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,1,none,90,0.497773731,0.330894309,0.319594134,0.397362242,108.2,40.7,25.9,82.3,2266.1,123,123,2292,81.9,0,0,0,NA,-32864.67916,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,2,none,91,0.535746066,0.343902439,0.333823905,0.418720994,103.8,42.3,23.1,80.7,2268.9,123,123,2292,79.1,0,0,0,NA,-32831.96357,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,3,none,92,0.582246466,0.351219512,0.343235219,0.437949539,98.1,43.2,18.3,79.8,2273.7,123,123,2292,74.3,0,0,0,NA,-32818.76239,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,4,none,93,0.612042087,0.345528455,0.339551143,0.441514489,94.2,42.5,13.7,80.5,2278.3,123,123,2292,69.6,0,0,0,NA,-32810.89763,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,5,none,94,0.643563428,0.343089431,0.338726429,0.447392062,90.8,42.2,10,80.8,2282,123,123,2292,65.7,0,0,0,NA,-32809.62386,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,6,none,95,0.657499328,0.33902439,0.335490359,0.447296146,89.4,41.7,8.1,81.3,2283.9,123,123,2292,63.5,0,0,0,NA,-32807.48572,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,7,none,96,0.685768861,0.341463415,0.338714724,0.455795817,87.3,42,6.3,81,2285.7,123,123,2292,61.3,0,0,0,NA,-32806.47019,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,8,none,97,0.707567603,0.33902439,0.337104669,0.458257819,85.7,41.7,4.4,81.3,2287.6,123,123,2292,59,0,0,0,NA,-32808.1648,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,9,none,98,0.719149822,0.333333333,0.331806283,0.455262228,85.5,41,3.5,82,2288.5,123,123,2292,57.1,0,0,0,NA,-32807.86083,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.05,10,none,99,0.731339169,0.328455285,0.327320904,0.453129124,85.2,40.4,2.6,82.6,2289.4,123,123,2292,55.3,0,0,0,NA,-32810.67362,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,1,none,100,0.535699749,0.322764228,0.314430894,0.402595813,102.4,39.7,19.1,83.3,2272.9,123,123,2292,74.3,0,0,0,NA,-32865.07367,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,2,none,101,0.573483967,0.338211382,0.330576129,0.425236136,98.9,41.6,17.5,81.4,2274.5,123,123,2292,72.7,0,0,0,NA,-32837.50821,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,3,none,102,0.612549043,0.346341463,0.340015111,0.442185895,94.9,42.6,14.5,80.4,2277.5,123,123,2292,69.7,0,0,0,NA,-32826.42856,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,4,none,103,0.634605555,0.341463415,0.336620483,0.443830973,92.1,42,11.1,81,2280.9,123,123,2292,66.3,0,0,0,NA,-32818.58481,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,5,none,104,0.654173228,0.338211382,0.334415571,0.445687768,90.1,41.6,8.7,81.4,2283.3,123,123,2292,63.7,0,0,0,NA,-32817.69892,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,6,none,105,0.673569482,0.334146341,0.33126676,0.446530804,88.5,41.1,6.6,81.9,2285.4,123,123,2292,61.1,0,0,0,NA,-32817.52884,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,7,none,106,0.700841064,0.336585366,0.334403865,0.454617012,86.6,41.4,5,81.6,2287,123,123,2292,59.1,0,0,0,NA,-32816.36577,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,8,none,107,0.713667604,0.334146341,0.332532031,0.455089077,85.6,41.1,3.7,81.9,2288.3,123,123,2292,57.6,0,0,0,NA,-32817.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,9,none,108,0.722495373,0.329268293,0.327959392,0.45222075,85.5,40.5,3,82.5,2289,123,123,2292,56.1,0,0,0,NA,-32817.00062,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,OCT,mmhc,x2,bic,0.01,10,none,109,0.733369452,0.323577236,0.322617375,0.448928603,85.4,39.8,2.2,83.2,2289.8,123,123,2292,54.3,0,0,0,NA,-32820.16421,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,1,1,0.678489229,0.644565217,0.632468443,0.660656547,22.125,29.65,7.5,16.35,612.5,46,46,620,44,1.725,0,0,NA,-1410.388188,NA,NA,NA,NA,NA,NA,NA,0,0
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,2,2,0.584103712,0.680434783,0.652854137,0.628358826,31.2,31.3,17.1,14.7,602.9,46,46,620,53.7,0.6,0,0,NA,-1483.903408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,3,3,0.556418631,0.676086957,0.644312763,0.610367737,34.1,31.1,19.7,14.9,600.3,46,46,620,56,0.5,0,0,NA,-1504.728478,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,4,4,0.556223827,0.682608696,0.64986676,0.612870646,34.4,31.4,20.3,14.6,599.7,46,46,620,56.6,0.5,0,0,NA,-1506.293304,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,5,5,0.543908633,0.677173913,0.642980365,0.603170922,35.675,31.15,21.2,14.85,598.8,46,46,620,57.4,0.375,0,0,NA,-1511.21628,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,6,6,0.540992553,0.679347826,0.644186536,0.602167999,36.175,31.25,21.8,14.75,598.2,46,46,620,57.9,0.375,0,0,NA,-1520.558729,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,7,7,0.537078907,0.677173913,0.641690042,0.598926456,36.475,31.15,22,14.85,598,46,46,620,58.1,0.375,0,0,NA,-1529.530378,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,8,8,0.533549795,0.677173913,0.641206171,0.596729972,36.775,31.15,22.3,14.85,597.7,46,46,620,58.5,0.375,0,0,NA,-1540.126359,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,9,9,0.529007331,0.67826087,0.641486676,0.594253247,37.2,31.2,22.8,14.8,597.2,46,46,620,59.1,0.4,0,0,NA,-1548.632491,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,10,10,0.647661177,0.639130435,0.624291725,0.64295336,24.2,29.4,9.2,16.6,610.8,46,46,620,45.6,1.6,0,0,NA,-1431.095248,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,11,11,0.638435961,0.644565217,0.628274895,0.640947306,24.975,29.65,10.1,16.35,609.9,46,46,620,46.7,1.475,0,0,NA,-1434.062777,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,12,12,0.630255179,0.644565217,0.627307153,0.636855476,25.775,29.65,10.7,16.35,609.3,46,46,620,47.3,1.275,0,0,NA,-1441.489037,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,13,13,0.629156402,0.647826087,0.630084151,0.637945643,25.95,29.8,11,16.2,609,46,46,620,47.6,1.25,0,0,NA,-1446.587333,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,14,14,0.623036951,0.652173913,0.633302945,0.636943822,26.5,30,11.7,16,608.3,46,46,620,48.3,1.2,0,0,NA,-1453.156356,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,15,15,0.620794831,0.657608696,0.637931276,0.638325985,26.875,30.25,12.2,15.75,607.8,46,46,620,48.9,1.075,0,0,NA,-1459.400717,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,16,16,0.610442686,0.658695652,0.637244039,0.633122643,28,30.3,13.3,15.7,606.7,46,46,620,49.9,1,0,0,NA,-1468.736037,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,17,17,0.600965695,0.661956522,0.638730715,0.629517701,29.125,30.45,14.4,15.55,605.6,46,46,620,50.9,0.825,0,0,NA,-1477.766365,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,18,18,0.60083918,0.681521739,0.656360449,0.638129328,29.625,31.35,15.6,14.65,604.4,46,46,620,52.3,0.625,0,0,NA,-1477.589493,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,19,19,0.588810349,0.682608696,0.655511921,0.631940786,30.85,31.4,16.8,14.6,603.2,46,46,620,53.4,0.55,0,0,NA,-1482.592857,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bdeu,none,none,20,20,0.567208362,0.67826087,0.64826087,0.617662156,32.8,31.2,18.6,14.8,601.4,46,46,620,55.1,0.6,0,0,NA,-1496.279187,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,1,none,21,0.600985794,0.566304348,0.551304348,0.583032459,28.375,26.05,9.3,19.95,610.7,46,46,620,43.4,0.875,0,0,NA,-1321.524569,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,2,none,22,0.453184641,0.210869565,0.207643759,0.287701923,33.45,9.7,2,36.3,618,46,46,620,21.4,4.85,0,0,NA,-1390.528208,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,3,none,23,0.462918817,0.188043478,0.185785414,0.267286221,34.425,8.65,1.4,37.35,618.6,46,46,620,18.7,4.325,0,0,NA,-1448.967265,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,4,none,24,0.469442417,0.168478261,0.166865358,0.247566361,35.375,7.75,1,38.25,619,46,46,620,16.5,3.875,0,0,NA,-1497.626844,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,5,none,25,0.465889625,0.15,0.148387097,0.22652538,36.65,6.9,1,39.1,619,46,46,620,14.8,3.45,0,0,NA,-1537.689577,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,6,none,26,0.462933941,0.136956522,0.135343619,0.211087691,37.55,6.3,1,39.7,619,46,46,620,13.6,3.15,0,0,NA,-1550.237594,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,7,none,27,0.459483017,0.125,0.123387097,0.196103075,38.375,5.75,1,40.25,619,46,46,620,12.5,2.875,0,0,NA,-1569.182554,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,8,none,28,0.456550117,0.115217391,0.113604488,0.183770612,39.05,5.3,1,40.7,619,46,46,620,11.6,2.65,0,0,NA,-1584.395731,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,9,none,29,0.453005051,0.105434783,0.103821879,0.170916987,39.725,4.85,1,41.15,619,46,46,620,10.7,2.425,0,0,NA,-1603.292213,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,10,none,30,0.59703572,0.475,0.467580645,0.528991071,26.525,21.85,4.6,24.15,615.4,46,46,620,36.6,2.225,0,0,NA,-1274.474613,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,11,none,31,0.441161192,0.325,0.318548387,0.374233865,33.225,14.95,4,31.05,616,46,46,620,33.9,1.825,0,0,NA,-1266.933709,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,12,none,32,0.40766386,0.283695652,0.278050491,0.334468848,34.975,13.05,3.5,32.95,616.5,46,46,620,32,1.475,0,0,NA,-1268.999096,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,13,none,33,0.400259989,0.25,0.24483871,0.30766049,35.35,11.5,3.2,34.5,616.8,46,46,620,28.8,2.35,0,0,NA,-1291.748103,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,14,none,34,0.426011214,0.252173913,0.247012623,0.316617436,33.6,11.6,3.2,34.4,616.8,46,46,620,27.3,4,0,0,NA,-1307.704974,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,15,none,35,0.430807692,0.241304348,0.236143058,0.309266485,32.9,11.1,3.2,34.9,616.8,46,46,620,25.8,5.2,0,0,NA,-1317.771702,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,16,none,36,0.439711538,0.238043478,0.233204769,0.308818466,32.575,10.95,3,35.05,617,46,46,620,24.9,5.475,0,0,NA,-1324.532067,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,17,none,37,0.456235507,0.238043478,0.234656381,0.312829149,31.675,10.95,2.1,35.05,617.9,46,46,620,24,5.475,0,0,NA,-1334.82433,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,18,none,38,0.454298419,0.227173913,0.223786816,0.302810863,32.425,10.45,2.1,35.55,617.9,46,46,620,23,5.225,0,0,NA,-1349.302928,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,19,none,39,0.455103049,0.220652174,0.217426367,0.297126934,32.775,10.15,2,35.85,618,46,46,620,22.3,5.075,0,0,NA,-1365.720178,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,1000,OCT,FGS_tetrad,none,bic,none,20,none,40,0.4528898,0.197826087,0.194761571,0.275208165,34.25,9.1,1.9,36.9,618.1,46,46,620,20.1,4.55,0,0,NA,-1419.277622,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,1,1,0.7540495,0.745652174,0.734039271,0.749680252,18.1,34.3,7.2,11.7,612.8,46,46,620,45.5,0.8,0,0,NA,-10870.16436,NA,NA,NA,NA,NA,NA,NA,0,0
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,2,2,0.70547298,0.768478261,0.750413745,0.735413688,21.225,35.35,11.2,10.65,608.8,46,46,620,50.2,0.625,0,0,NA,-10919.62753,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,3,3,0.697166773,0.767391304,0.748520337,0.730455202,21.85,35.3,11.7,10.7,608.3,46,46,620,50.7,0.55,0,0,NA,-10921.43496,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,4,4,0.68882793,0.759782609,0.74058906,0.722431726,22.425,34.95,11.9,11.05,608.1,46,46,620,50.8,0.525,0,0,NA,-10922.2489,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,5,5,0.682713316,0.758695652,0.738856942,0.718568775,22.9,34.9,12.3,11.1,607.7,46,46,620,51.2,0.5,0,0,NA,-10926.64435,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,6,6,0.680001138,0.758695652,0.738534362,0.717085448,23.1,34.9,12.5,11.1,607.5,46,46,620,51.4,0.5,0,0,NA,-10926.46041,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,7,7,0.672820402,0.759782609,0.738653576,0.713598446,23.775,34.95,13.1,11.05,606.9,46,46,620,52,0.375,0,0,NA,-10932.00498,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,8,8,0.662359295,0.754347826,0.732251052,0.705236957,24.65,34.7,13.7,11.3,606.3,46,46,620,52.5,0.35,0,0,NA,-10937.8453,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,9,9,0.654106163,0.75326087,0.730196353,0.700037818,25.325,34.65,14.3,11.35,605.7,46,46,620,53.1,0.325,0,0,NA,-10945.8744,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,10,10,0.743339341,0.754347826,0.74128331,0.748651228,18.7,34.7,8.1,11.3,611.9,46,46,620,46.7,0.7,0,0,NA,-10872.55927,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,11,11,0.738889272,0.759782609,0.746072931,0.749038408,18.825,34.95,8.5,11.05,611.5,46,46,620,47.3,0.725,0,0,NA,-10887.27917,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,12,12,0.735979148,0.766304348,0.752110799,0.750620205,18.775,35.25,8.8,10.75,611.2,46,46,620,47.9,0.775,0,0,NA,-10901.10915,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,13,13,0.729599716,0.764130435,0.749453015,0.746230478,19.175,35.15,9.1,10.85,610.9,46,46,620,48.2,0.775,0,0,NA,-10904.90693,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,14,14,0.732383177,0.767391304,0.752713885,0.749320137,19.05,35.3,9.1,10.7,610.9,46,46,620,48.2,0.75,0,0,NA,-10895.45893,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,15,15,0.732321466,0.768478261,0.753800842,0.749796576,18.975,35.35,9.1,10.65,610.9,46,46,620,48.3,0.775,0,0,NA,-10896.57553,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,16,16,0.73240831,0.77173913,0.75673913,0.751355008,19.05,35.5,9.3,10.5,610.7,46,46,620,48.5,0.75,0,0,NA,-10897.27456,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,17,17,0.726605279,0.770652174,0.755168303,0.747888777,19.425,35.45,9.6,10.55,610.4,46,46,620,48.8,0.725,0,0,NA,-10901.51144,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,18,18,0.717798392,0.768478261,0.751865358,0.742137667,20.275,35.35,10.3,10.65,609.7,46,46,620,49.3,0.675,0,0,NA,-10908.99596,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,19,19,0.710186319,0.770652174,0.752910238,0.73899628,20.925,35.45,11,10.55,609,46,46,620,50,0.625,0,0,NA,-10916.99096,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bdeu,none,none,20,20,0.70248597,0.768478261,0.750091164,0.733843515,21.475,35.35,11.4,10.65,608.6,46,46,620,50.4,0.575,0,0,NA,-10920.50316,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bic,none,1,none,21,0.729712481,0.729347826,0.715960729,0.72929213,20.075,33.55,8.3,12.45,611.7,46,46,620,46,0.675,0,0,NA,-10873.28078,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bic,none,2,none,22,0.675173745,0.535869565,0.530708275,0.597460121,22.975,24.65,3.2,21.35,616.8,46,46,620,36.5,1.575,0,0,NA,-11156.55608,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bic,none,3,none,23,0.67031746,0.517391304,0.512230014,0.583980729,23.9,23.8,3.2,22.2,616.8,46,46,620,35.5,1.5,0,0,NA,-11214.70325,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bic,none,4,none,24,0.655966387,0.497826087,0.492664797,0.566049383,24.8,22.9,3.2,23.1,616.8,46,46,620,34.9,1.5,0,0,NA,-11245.1856,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALARM,10000,OCT,FGS_tetrad,none,bic,none,5,none,25,0.625390884,0.469565217,0.464403927,0.536342007,26.1,21.6,3.2,24.4,616.8,46,46,620,34.5,1.5,0,0,NA,-11278.2286,NA,NA,NA,NA,NA,NA,NA,NA,NA
