Cases,Sample size,Tuning Score,algoname,indtest,score,alpha,penalty,prior,config id,precision,recall,BSF,f1,shd,tp,fp,fn,tn,nEdgesGtPag,a,i,nEdgesPag,tp_undirect,tp_bidirect,tp_o_direct,Avg_BDeu,Avg_bic,Avg_ll,Avg_aic,avg_free_param,Avg_mi,Avg_mi_sh,total_mi,total_mi_sh,tuning_F1,tuning_SHD
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,18,18,0.433375371,0.296747967,0.281259311,0.352230112,120.1,36.5,35.5,86.5,2256.5,123,123,2292,84.3,1.9,0,0,NA,-32929.73173,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,19,19,0.428667394,0.296341463,0.280503767,0.350376769,120.975,36.45,36.3,86.55,2255.7,123,123,2292,85.1,1.875,0,0,NA,-32932.74253,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,20,20,0.417551992,0.293902439,0.277410292,0.344942472,122.875,36.15,37.8,86.85,2254.2,123,123,2292,86.6,1.775,0,0,NA,-32937.98898,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,1,none,21,0.471847033,0.315447154,0.300874729,0.378049414,116,38.8,33.4,84.2,2258.6,123,123,2292,82.3,1.6,0,0,NA,-32914.89417,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,2,none,22,0.541398083,0.150406504,0.148399523,0.235366185,104.25,18.5,4.6,104.5,2287.4,123,123,2292,34.2,4.85,0,0,NA,-33052.63615,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,3,none,23,0.53337335,0.137804878,0.136103307,0.218982574,104.625,16.95,3.9,106.05,2288.1,123,123,2292,31.8,5.325,0,0,NA,-33070.60197,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,4,none,24,0.536155651,0.134146341,0.132662921,0.214537968,104.5,16.5,3.4,106.5,2288.6,123,123,2292,30.8,5.4,0,0,NA,-33088.59598,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,5,none,25,0.554091977,0.129674797,0.128671306,0.210097231,104.125,15.95,2.3,107.05,2289.7,123,123,2292,28.8,5.225,0,0,NA,-33118.81252,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,6,none,26,0.565106732,0.127642276,0.126944196,0.208224468,103.65,15.7,1.6,107.3,2290.4,123,123,2292,27.8,5.25,0,0,NA,-33130.91615,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,7,none,27,0.560228868,0.125609756,0.124955306,0.205182562,103.725,15.45,1.5,107.55,2290.5,123,123,2292,27.6,5.325,0,0,NA,-33133.62363,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,8,none,28,0.559120844,0.124390244,0.123779424,0.203471259,103.75,15.3,1.4,107.7,2290.6,123,123,2292,27.4,5.35,0,0,NA,-33135.37262,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,9,none,29,0.563838014,0.122764228,0.122240667,0.201605345,103.85,15.1,1.2,107.9,2290.8,123,123,2292,26.8,5.25,0,0,NA,-33139.80352,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,10,none,30,0.557804233,0.303252033,0.294875069,0.392872141,103.05,37.3,19.2,85.7,2272.8,123,123,2292,66.9,1.85,0,0,NA,-32910.79836,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,11,none,31,0.606341675,0.287398374,0.281115651,0.389845875,100.225,35.35,14.4,87.65,2277.6,123,123,2292,58.3,1.825,0,0,NA,-32923.55365,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,12,none,32,0.630954565,0.267886179,0.262912357,0.376014242,99.925,32.95,11.4,90.05,2280.6,123,123,2292,52.2,1.525,0,0,NA,-32946.80505,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,13,none,33,0.602689819,0.237398374,0.233209892,0.340565336,101.05,29.2,9.6,93.8,2282.4,123,123,2292,48.4,2.35,0,0,NA,-32961.65307,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,14,none,34,0.588711555,0.217479675,0.213945643,0.317573784,101.375,26.75,8.1,96.25,2283.9,123,123,2292,45.4,2.975,0,0,NA,-32972.61108,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,15,none,35,0.559349055,0.198780488,0.195464606,0.293296962,102.375,24.45,7.6,98.55,2284.4,123,123,2292,43.7,3.775,0,0,NA,-32982.6838,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,16,none,36,0.540251257,0.183739837,0.180511216,0.274166451,103.55,22.6,7.4,100.4,2284.6,123,123,2292,41.8,4.25,0,0,NA,-32993.20031,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,17,none,37,0.537802057,0.173577236,0.170784915,0.262392356,103.475,21.35,6.4,101.65,2285.6,123,123,2292,39.7,4.575,0,0,NA,-33002.64283,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,18,none,38,0.534670445,0.16504065,0.162466479,0.252180095,104,20.3,5.9,102.7,2286.1,123,123,2292,38,4.6,0,0,NA,-33020.37655,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,19,none,39,0.542721556,0.161788618,0.159388967,0.249227804,103.85,19.9,5.5,103.1,2286.5,123,123,2292,36.7,4.75,0,0,NA,-33029.2487,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEPAR2,10000,SCORE_BIC,FGS_tetrad,none,bic,none,20,none,40,0.543885271,0.146341463,0.144552633,0.230556179,104.05,18,4.1,105,2287.9,123,123,2292,33.1,5.05,0,0,NA,-33060.73492,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,1,1,0.513733529,0.51969697,0.50070104,0.516639969,59.45,34.3,28,31.7,1446,66,66,1474,66.8,0.25,0,0,NA,-51216.64844,NA,NA,NA,NA,NA,NA,NA,0,0
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,2,2,0.50092017,0.538636364,0.517605156,0.519038619,61.275,35.55,31,30.45,1443,66,66,1474,71,0.175,0,0,NA,-51292.04916,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,3,3,0.497430136,0.534090909,0.512924016,0.515038881,61.775,35.25,31.2,30.75,1442.8,66,66,1474,70.9,0.175,0,0,NA,-51282.85891,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,4,4,0.491177857,0.529545455,0.508107191,0.509584188,62.475,34.95,31.6,31.05,1442.4,66,66,1474,71.2,0.175,0,0,NA,-51296.02157,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,5,5,0.500163549,0.538636364,0.517808684,0.518625758,60.975,35.55,30.7,30.45,1443.3,66,66,1474,71.1,0.175,0,0,NA,-51310.29676,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,6,6,0.495988243,0.536363636,0.515128901,0.515330511,61.75,35.4,31.3,30.6,1442.7,66,66,1474,71.4,0.15,0,0,NA,-51308.22876,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,7,7,0.489807959,0.532575758,0.510730439,0.510255422,62.875,35.15,32.2,30.85,1441.8,66,66,1474,71.8,0.175,0,0,NA,-51317.19682,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,8,8,0.488585245,0.533333333,0.511284487,0.509916256,63.15,35.2,32.5,30.8,1441.5,66,66,1474,72.1,0.15,0,0,NA,-51325.7159,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,9,9,0.490546283,0.536363636,0.514654003,0.512366891,62.45,35.4,32,30.6,1442,66,66,1474,72.2,0.15,0,0,NA,-51347.29129,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,10,10,0.504807282,0.518181818,0.498643148,0.511324123,60.4,34.2,28.8,31.8,1445.2,66,66,1474,67.8,0.2,0,0,NA,-51237.28665,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,11,11,0.508032724,0.53030303,0.510221619,0.518851984,60.4,35,29.6,31,1444.4,66,66,1474,68.9,0.2,0,0,NA,-51231.01351,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,12,12,0.50820498,0.53030303,0.510289462,0.518962226,60.3,35,29.5,31,1444.5,66,66,1474,68.9,0.2,0,0,NA,-51240.22846,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,13,13,0.509757165,0.53030303,0.510560832,0.519773692,59.9,35,29.1,31,1444.9,66,66,1474,68.7,0.2,0,0,NA,-51251.90709,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,14,14,0.504452589,0.527272727,0.507327001,0.515573028,60.4,34.8,29.4,31.2,1444.6,66,66,1474,69,0.2,0,0,NA,-51257.52051,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,15,15,0.508944011,0.533333333,0.513387607,0.520807283,60,35.2,29.4,30.8,1444.6,66,66,1474,69.2,0.2,0,0,NA,-51262.65039,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,16,16,0.508155434,0.533333333,0.513319765,0.520398218,60.1,35.2,29.5,30.8,1444.5,66,66,1474,69.3,0.2,0,0,NA,-51254.8058,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,17,17,0.503853415,0.537878788,0.517322479,0.520260397,60.6,35.5,30.3,30.5,1443.7,66,66,1474,70.5,0.2,0,0,NA,-51284.53322,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,18,18,0.500879078,0.537121212,0.516090005,0.518323747,61.375,35.45,31,30.55,1443,66,66,1474,70.8,0.175,0,0,NA,-51281.0748,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,19,19,0.49876526,0.535606061,0.51423564,0.516482747,61.975,35.35,31.5,30.65,1442.5,66,66,1474,70.9,0.175,0,0,NA,-51271.86932,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bdeu,none,none,20,20,0.495968527,0.532575758,0.511476707,0.513558375,61.775,35.15,31.1,30.85,1442.9,66,66,1474,70.9,0.175,0,0,NA,-51287.17711,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,1,none,21,0.508888422,0.522727273,0.503188602,0.515705183,60.1,34.5,28.8,31.5,1445.2,66,66,1474,67.8,0.2,0,0,NA,-51199.57186,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,2,none,22,0.412407407,0.342424242,0.329466305,0.374166667,59.05,22.6,19.1,43.4,1454.9,66,66,1474,54.8,3.45,0,0,NA,-51910.75002,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,3,none,23,0.396265387,0.318181818,0.306105834,0.352944144,57.3,21,17.8,45,1456.2,66,66,1474,53,5.5,0,0,NA,-52115.21805,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,4,none,24,0.422052548,0.327272727,0.31614654,0.368636071,54.75,21.6,16.4,44.4,1457.6,66,66,1474,51.2,6.05,0,0,NA,-52218.79283,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,5,none,25,0.42994898,0.316666667,0.306490276,0.364696994,53.75,20.9,15,45.1,1459,66,66,1474,48.6,6.35,0,0,NA,-52368.74831,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,6,none,26,0.434270159,0.304545455,0.295115332,0.357979033,53.65,20.1,13.9,45.9,1460.1,66,66,1474,46.3,6.15,0,0,NA,-52546.23994,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,7,none,27,0.435858586,0.293939394,0.28525554,0.351089271,53.25,19.4,12.8,46.6,1461.2,66,66,1474,44.5,6.15,0,0,NA,-52749.99833,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,8,none,28,0.414059197,0.270454545,0.261770692,0.327189324,54.725,17.85,12.8,48.15,1461.2,66,66,1474,43.1,6.225,0,0,NA,-52913.67081,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,9,none,29,0.42021041,0.271212121,0.262935323,0.329646619,54.05,17.9,12.2,48.1,1461.8,66,66,1474,42.6,6.25,0,0,NA,-52966.47016,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,10,none,30,0.511288722,0.486363636,0.469470828,0.498503652,58.1,32.1,24.9,33.9,1449.1,66,66,1474,62.8,0.7,0,0,NA,-51163.25071,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,11,none,31,0.56252131,0.506060606,0.491881502,0.532775468,52.4,33.4,20.9,32.6,1453.1,66,66,1474,59.4,1.1,0,0,NA,-51270.96848,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,12,none,32,0.543103448,0.477272727,0.463297151,0.508064516,54.6,31.5,20.6,34.5,1453.4,66,66,1474,58,0.5,0,0,NA,-51341.8326,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,13,none,33,0.543493216,0.466666667,0.453233831,0.502126207,53.4,30.8,19.8,35.2,1454.2,66,66,1474,56.7,1.6,0,0,NA,-51410.41591,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,14,none,34,0.524349696,0.443939394,0.430370873,0.48077277,54.8,29.3,20,36.7,1454,66,66,1474,55.9,1.9,0,0,NA,-51453.95937,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,15,none,35,0.464329859,0.393939394,0.380845771,0.42623441,56.8,26,19.3,40,1454.7,66,66,1474,56,2.5,0,0,NA,-51548.53915,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,16,none,36,0.446136364,0.376515152,0.363421529,0.408372849,57.425,24.85,19.3,41.15,1454.7,66,66,1474,55.7,3.025,0,0,NA,-51632.96943,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,17,none,37,0.44875,0.378030303,0.365072365,0.410357675,57.125,24.95,19.1,41.05,1454.9,66,66,1474,55.6,3.025,0,0,NA,-51638.68725,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,18,none,38,0.441230159,0.36969697,0.356467662,0.402295082,58.2,24.4,19.5,41.6,1454.5,66,66,1474,55.3,2.9,0,0,NA,-51672.36023,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,19,none,39,0.446313131,0.371212121,0.358525554,0.405309917,57.15,24.5,18.7,41.5,1455.3,66,66,1474,54.9,3.05,0,0,NA,-51719.32755,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAILFINDER,10000,SCORE_BIC,FGS_tetrad,none,bic,none,20,none,40,0.405814116,0.332575758,0.320160561,0.365547492,57.525,21.95,18.3,44.05,1455.7,66,66,1474,54.1,4.825,0,0,NA,-52018.33621,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,1,1,0.351969697,0.4375,0.2825,0.389043688,7.6,3.5,3.1,4.5,16.9,8,8,20,10,0,0,0,NA,-239.3412687,NA,NA,NA,NA,NA,NA,NA,0,0
ASIA,1000,STAR,hc,none,bdeu,none,none,2,2,0.344848485,0.4625,0.2825,0.394619883,7.9,3.7,3.6,4.3,16.4,8,8,20,10.7,0,0,0,NA,-241.0336035,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,3,3,0.311480186,0.4625,0.2325,0.371754386,8.9,3.7,4.6,4.3,15.4,8,8,20,11.8,0,0,0,NA,-244.6598829,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,4,4,0.297810523,0.4625,0.2025,0.361888813,9.5,3.7,5.2,4.3,14.8,8,8,20,12.5,0,0,0,NA,-247.3555106,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,5,5,0.271062271,0.45,0.15,0.337850555,10.4,3.6,6,4.4,14,8,8,20,13.3,0,0,0,NA,-249.6115375,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,6,6,0.261547619,0.45,0.125,0.330105402,10.9,3.6,6.5,4.4,13.5,8,8,20,13.9,0,0,0,NA,-251.713518,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,7,7,0.246231685,0.4375,0.0875,0.314282891,11.5,3.5,7,4.5,13,8,8,20,14.4,0,0,0,NA,-253.6747512,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,8,8,0.241539,0.4375,0.0775,0.310405044,11.7,3.5,7.2,4.5,12.8,8,8,20,14.7,0,0,0,NA,-254.9951209,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,9,9,0.240019392,0.4375,0.0675,0.308931243,11.9,3.5,7.4,4.5,12.6,8,8,20,14.9,0,0,0,NA,-255.767474,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,10,10,0.239039,0.4375,0.0625,0.308008166,12,3.5,7.5,4.5,12.5,8,8,20,15,0,0,0,NA,-255.8612544,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,11,11,0.229033613,0.4375,0.0325,0.299597851,12.6,3.5,8.1,4.5,11.9,8,8,20,15.6,0,0,0,NA,-258.5449136,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,12,12,0.238557423,0.4625,0.0475,0.314143306,12.6,3.7,8.3,4.3,11.7,8,8,20,15.8,0,0,0,NA,-259.1376186,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,13,13,0.233081232,0.4625,0.0325,0.309531975,12.9,3.7,8.6,4.3,11.4,8,8,20,16.1,0,0,0,NA,-260.7210218,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,14,14,0.228018576,0.4625,0.0175,0.304841818,13.2,3.7,8.9,4.3,11.1,8,8,20,16.5,0,0,0,NA,-264.765675,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,15,15,0.225935243,0.4625,0.0125,0.303030224,13.3,3.7,9,4.3,11,8,8,20,16.6,0,0,0,NA,-264.9312398,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,16,16,0.222601909,0.4625,0.0025,0.300131673,13.5,3.7,9.2,4.3,10.8,8,8,20,16.8,0,0,0,NA,-266.5265882,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,17,17,0.219097007,0.4625,-0.0075,0.297015731,13.7,3.7,9.4,4.3,10.6,8,8,20,17,0,0,0,NA,-266.9187332,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,18,18,0.205394307,0.45,-0.05,0.281854701,14.4,3.6,10,4.4,10,8,8,20,17.6,0,0,0,NA,-270.3018583,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,19,19,0.198230564,0.4375,-0.0725,0.272737892,14.7,3.5,10.2,4.5,9.8,8,8,20,17.7,0,0,0,NA,-269.9263319,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bdeu,none,none,20,20,0.192675009,0.425,-0.085,0.265045584,14.8,3.4,10.2,4.6,9.8,8,8,20,17.7,0,0,0,NA,-270.0762201,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,1,none,21,0.284242424,0.4,0.195,0.331929825,8.9,3.2,4.1,4.8,15.9,8,8,20,11.2,0,0,0,NA,-241.7452693,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,2,none,22,0.355277778,0.4,0.28,0.376062092,7.2,3.2,2.4,4.8,17.6,8,8,20,9,0,0,0,NA,-236.5477592,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,3,none,23,0.390277778,0.4,0.3,0.394852941,6.8,3.2,2,4.8,18,8,8,20,8.3,0,0,0,NA,-235.5848404,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,4,none,24,0.391666667,0.4,0.305,0.395588235,6.7,3.2,1.9,4.8,18.1,8,8,20,8.2,0,0,0,NA,-235.6071665,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,5,none,25,0.344444444,0.35,0.25,0.347058824,7.2,2.8,2,5.2,18,8,8,20,8.1,0,0,0,NA,-235.5347262,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,6,none,26,0.348214286,0.3375,0.2575,0.3425,6.9,2.7,1.6,5.3,18.4,8,8,20,7.8,0,0,0,NA,-236.2078031,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,7,none,27,0.298214286,0.2875,0.2125,0.2925,7.2,2.3,1.5,5.7,18.5,8,8,20,7.7,0,0,0,NA,-236.6423282,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,8,none,28,0.298214286,0.2875,0.2125,0.2925,7.2,2.3,1.5,5.7,18.5,8,8,20,7.7,0,0,0,NA,-236.6423282,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,9,none,29,0.32202381,0.2875,0.2225,0.30297619,7,2.3,1.3,5.7,18.7,8,8,20,7.1,0,0,0,NA,-236.9194617,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,10,none,30,0.29702381,0.2625,0.1975,0.27797619,7.2,2.1,1.3,5.9,18.7,8,8,20,7.1,0,0,0,NA,-236.7908306,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,11,none,31,0.310238095,0.2625,0.2025,0.282912088,7.1,2.1,1.2,5.9,18.8,8,8,20,6.8,0,0,0,NA,-237.1157529,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,12,none,32,0.315595238,0.2625,0.2075,0.285412088,7,2.1,1.1,5.9,18.9,8,8,20,6.7,0,0,0,NA,-236.9157529,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,13,none,33,0.308452381,0.25,0.205,0.274935897,6.9,2,0.9,6,19.1,8,8,20,6.5,0,0,0,NA,-237.7601104,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,14,none,34,0.344761905,0.2625,0.2475,0.297435897,6.2,2.1,0.3,5.9,19.7,8,8,20,6.1,0,0,0,NA,-237.4335864,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,15,none,35,0.351428571,0.2625,0.2475,0.2996337,6.2,2.1,0.3,5.9,19.7,8,8,20,6,0,0,0,NA,-238.2029724,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,16,none,36,0.346666667,0.25,0.245,0.29010989,6.1,2,0.1,6,19.9,8,8,20,5.8,0,0,0,NA,-238.0248431,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,17,none,37,0.346666667,0.25,0.245,0.29010989,6.1,2,0.1,6,19.9,8,8,20,5.8,0,0,0,NA,-238.0248431,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,18,none,38,0.353333333,0.25,0.245,0.292307692,6.1,2,0.1,6,19.9,8,8,20,5.7,0,0,0,NA,-238.8404676,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIA,1000,STAR,hc,none,bic,none,19,none,39,0.366666667,0.25,0.245,0.296703297,6.1,2,0.1,6,19.9,8,8,20,5.5,0,0,0,NA,-238.9502817,NA,NA,NA,NA,NA,NA,NA,NA,NA
