"V1"
structure runtime: 7.694 sec elapsed
structure runtime: 7.651 sec elapsed
structure runtime: 7.695 sec elapsed
structure runtime: 7.659 sec elapsed
structure runtime: 7.664 sec elapsed
structure runtime: 7.643 sec elapsed
structure runtime: 7.596 sec elapsed
structure runtime: 7.597 sec elapsed
structure runtime: 7.685 sec elapsed
structure runtime: 7.701 sec elapsed
structure runtime: 7.374 sec elapsed
structure runtime: 7.604 sec elapsed
structure runtime: 7.661 sec elapsed
structure runtime: 7.622 sec elapsed
structure runtime: 7.668 sec elapsed
structure runtime: 7.374 sec elapsed
structure runtime: 7.898 sec elapsed
structure runtime: 7.403 sec elapsed
structure runtime: 7.889 sec elapsed
structure runtime: 7.709 sec elapsed
structure runtime: 7.68 sec elapsed
structure runtime: 7.741 sec elapsed
structure runtime: 8.076 sec elapsed
structure runtime: 7.856 sec elapsed
structure runtime: 7.928 sec elapsed
structure runtime: 7.713 sec elapsed
structure runtime: 7.669 sec elapsed
structure runtime: 7.836 sec elapsed
structure runtime: 7.79 sec elapsed
structure runtime: 7.894 sec elapsed
structure runtime: 7.825 sec elapsed
structure runtime: 7.8 sec elapsed
structure runtime: 7.762 sec elapsed
structure runtime: 7.747 sec elapsed
structure runtime: 7.736 sec elapsed
structure runtime: 7.797 sec elapsed
structure runtime: 7.76 sec elapsed
structure runtime: 7.874 sec elapsed
structure runtime: 7.804 sec elapsed
structure runtime: 7.74 sec elapsed
structure runtime: 9.272 sec elapsed
structure runtime: 9.069 sec elapsed
structure runtime: 9.365 sec elapsed
structure runtime: 9.301 sec elapsed
structure runtime: 9.3 sec elapsed
structure runtime: 9.25 sec elapsed
structure runtime: 9.245 sec elapsed
structure runtime: 9.385 sec elapsed
structure runtime: 9.372 sec elapsed
structure runtime: 9.463 sec elapsed
structure runtime: 9.257 sec elapsed
structure runtime: 9.283 sec elapsed
structure runtime: 9.353 sec elapsed
structure runtime: 9.383 sec elapsed
structure runtime: 9.153 sec elapsed
structure runtime: 9.446 sec elapsed
structure runtime: 9.382 sec elapsed
structure runtime: 9.417 sec elapsed
structure runtime: 9.39 sec elapsed
structure runtime: 9.115 sec elapsed
structure runtime: 10.791 sec elapsed
structure runtime: 10.457 sec elapsed
structure runtime: 10.579 sec elapsed
structure runtime: 10.723 sec elapsed
structure runtime: 10.376 sec elapsed
structure runtime: 10.74 sec elapsed
structure runtime: 10.439 sec elapsed
structure runtime: 10.785 sec elapsed
structure runtime: 11.258 sec elapsed
structure runtime: 11.406 sec elapsed
structure runtime: 10.972 sec elapsed
structure runtime: 11.288 sec elapsed
structure runtime: 11.863 sec elapsed
structure runtime: 11.195 sec elapsed
structure runtime: 11.459 sec elapsed
structure runtime: 11.16 sec elapsed
structure runtime: 11.477 sec elapsed
structure runtime: 11.536 sec elapsed
structure runtime: 11.587 sec elapsed
structure runtime: 11.327 sec elapsed
structure runtime: 12.736 sec elapsed
structure runtime: 12.011 sec elapsed
structure runtime: 12.163 sec elapsed
structure runtime: 11.928 sec elapsed
structure runtime: 12.195 sec elapsed
structure runtime: 12.747 sec elapsed
structure runtime: 12.323 sec elapsed
structure runtime: 12.677 sec elapsed
structure runtime: 12.421 sec elapsed
structure runtime: 12.961 sec elapsed
structure runtime: 12.726 sec elapsed
structure runtime: 12.913 sec elapsed
structure runtime: 12.895 sec elapsed
structure runtime: 12.219 sec elapsed
structure runtime: 12.427 sec elapsed
structure runtime: 12.633 sec elapsed
structure runtime: 12.145 sec elapsed
structure runtime: 12.504 sec elapsed
structure runtime: 12.353 sec elapsed
structure runtime: 12.588 sec elapsed
